preprocessing,model,k1,b,query,P@10,R@10,F1@10,AP@all,AP@10,RR,NDCG@10
stemming,bm25,1.2,1,75,0.0000,0.0000,0.0000,0.0272,0.0000,0.0417,0.0000
stemming,bm25,1.2,1,76,0.3000,0.4286,0.3529,0.3343,0.2738,0.5000,0.4068
stemming,bm25,1.2,1,77,0.4000,0.6667,0.5000,0.3388,0.2722,0.5000,0.4103
stemming,bm25,1.2,1,78,0.2000,0.6667,0.3077,0.3242,0.2333,0.5000,0.4046
stemming,bm25,1.2,1,79,0.1000,0.2000,0.1333,0.0550,0.0333,0.1667,0.1556
stemming,bm25,1.2,1,80,0.0000,0.0000,0.0000,0.0144,0.0000,0.0244,0.0000
stemming,bm25,1.2,1,81,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,0.7609
stemming,bm25,1.2,1,82,0.3000,0.6000,0.4000,0.3187,0.3000,0.5000,0.4812
stemming,bm25,1.2,1,83,0.1000,0.2500,0.1429,0.2600,0.2500,1.0000,0.3904
stemming,bm25,1.2,1,84,0.4000,0.3636,0.3810,0.4267,0.3636,1.0000,0.3942
stemming,bm25,1.2,1,85,0.1000,0.2500,0.1429,0.1366,0.1250,0.5000,0.1627
stemming,bm25,1.2,1,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stemming,bm25,1.2,1,87,0.0000,0.0000,0.0000,0.0147,0.0000,0.0200,0.0000
stemming,bm25,1.2,1,88,0.6000,1.0000,0.7500,0.6968,0.6968,0.5000,0.7682
stemming,bm25,1.2,1,89,0.1000,0.1667,0.1250,0.2253,0.0833,0.5000,0.2679
stemming,bm25,1.2,1,90,0.3000,0.2308,0.2609,0.1907,0.1154,0.5000,0.1917
stemming,bm25,1.2,1,91,0.3000,0.3333,0.3158,0.3292,0.1958,1.0000,0.4402
stemming,bm25,1.2,1,92,0.5000,0.3846,0.4348,0.4929,0.3504,1.0000,0.3356
stemming,bm25,1.2,1,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
stemming,bm25,1.2,1,94,0.5000,0.4167,0.4545,0.4071,0.2623,0.5000,0.3773
stemming,bm25,1.2,1,95,0.1000,0.5000,0.1667,0.3214,0.2500,0.5000,0.1362
stemming,bm25,1.2,1,96,0.6000,0.4615,0.5217,0.3672,0.2761,0.5000,0.4948
stemming,bm25,1.2,1,97,0.2000,0.2000,0.2000,0.1635,0.1000,0.5000,0.1824
stemming,bm25,1.2,1,98,0.0000,0.0000,0.0000,0.0233,0.0000,0.0286,0.0000
stemming,bm25,1.2,1,99,0.2000,0.5000,0.2857,0.1806,0.1667,0.3333,0.3803
stemming,bm25,1.2,1,100,0.3000,0.3333,0.3158,0.2747,0.2222,1.0000,0.4609
stemming,bm25,1.2,1,101,0.5000,0.8333,0.6250,0.6610,0.6022,1.0000,0.7731
stemming,bm25,1.2,1,102,0.2000,0.5000,0.2857,0.3952,0.3500,1.0000,0.4844
stemming,bm25,1.2,1,103,0.0000,0.0000,0.0000,0.0062,0.0000,0.0101,0.0000
stemming,bm25,1.2,1,104,0.1000,0.2000,0.1333,0.0833,0.0500,0.2500,0.1461
stemming,bm25,1.2,1,105,0.3000,0.6000,0.4000,0.5225,0.4833,1.0000,0.7422
stemming,bm25,1.2,1,106,0.3000,0.6000,0.4000,0.3953,0.3417,1.0000,0.6558
stemming,bm25,1.2,1,107,0.4000,0.5714,0.4706,0.3358,0.2476,0.5000,0.4090
stemming,bm25,1.2,1,108,0.5000,0.7143,0.5882,0.7431,0.6092,1.0000,0.7539
stemming,bm25,1.2,1,109,0.0000,0.0000,0.0000,0.0402,0.0000,0.0286,0.0000
stemming,bm25,1.2,1,110,0.1000,0.2500,0.1429,0.2784,0.2500,1.0000,0.5029
stemming,bm25,1.2,1,111,0.3000,0.4286,0.3529,0.2726,0.1524,0.3333,0.2526
stemming,bm25,1.2,1,112,0.1000,0.5000,0.1667,0.2917,0.2500,0.5000,0.2398
stemming,bm25,1.2,1,113,0.2000,0.5000,0.2857,0.1907,0.1625,0.2500,0.3191
stemming,bm25,1.2,1,114,0.0000,0.0000,0.0000,0.0541,0.0000,0.0833,0.0000
stemming,bm25,1.2,1,115,0.1000,0.2500,0.1429,0.0692,0.0625,0.2500,0.2043
stemming,bm25,1.2,1,116,0.0000,0.0000,0.0000,0.0238,0.0000,0.0263,0.0000
stemming,bm25,1.2,1,117,0.0000,0.0000,0.0000,0.0444,0.0000,0.0714,0.0000
stemming,bm25,1.2,1,118,0.2000,0.6667,0.3077,0.3561,0.3333,0.5000,0.5234
stemming,bm25,1.2,1,119,0.1000,1.0000,0.1818,0.2000,0.2000,0.2000,0.3869
stemming,bm25,1.2,1,120,0.4000,0.4444,0.4211,0.4294,0.2704,0.5000,0.4889
stemming,bm25,1.2,1,121,0.4000,0.5714,0.4706,0.5153,0.3881,0.5000,0.5038
stemming,bm25,1.2,1,122,0.3000,0.3333,0.3158,0.1429,0.0739,0.1429,0.0912
stemming,bm25,1.2,1,123,0.0000,0.0000,0.0000,0.0513,0.0000,0.0500,0.0000
stemming,bm25,1.2,1,124,0.0000,0.0000,0.0000,0.0032,0.0000,0.0037,0.0000
stemming,bm25,1.2,1,125,0.3000,0.1765,0.2222,0.2589,0.1039,0.5000,0.3271
stemming,bm25,1.2,1,126,0.2000,0.2500,0.2222,0.2238,0.2083,1.0000,0.4718
stemming,bm25,1.2,1,127,0.1000,0.2000,0.1333,0.0873,0.0400,0.2000,0.1153
stemming,bm25,1.2,1,128,0.0000,0.0000,0.0000,0.0304,0.0000,0.0556,0.0000
stemming,bm25,1.2,1,129,0.4000,0.5714,0.4706,0.3896,0.3690,0.5000,0.5392
stemming,bm25,1.2,1,130,0.4000,0.8000,0.5333,0.4766,0.4722,0.5000,0.6026
stemming,bm25,1.2,1,131,0.2000,0.2500,0.2222,0.2562,0.0458,0.1667,0.1013
stemming,bm25,1.2,1,132,0.7000,0.4667,0.5600,0.6581,0.3198,0.5000,0.5576
stemming,bm25,1.2,1,133,0.2000,0.2857,0.2353,0.2414,0.0603,0.2000,0.1566
stemming,bm25,1.2,1,134,0.1000,0.5000,0.1667,0.2845,0.2500,0.5000,0.2961
stemming,bm25,1.2,1,135,0.5000,0.6250,0.5556,0.6231,0.4479,1.0000,0.4952
stemming,bm25,1.2,1,136,0.1000,0.3333,0.1538,0.4038,0.3333,1.0000,0.7796
stemming,bm25,1.2,1,137,0.2000,0.5000,0.2857,0.1917,0.1458,0.2500,0.2570
stemming,bm25,1.2,1,138,0.1000,0.5000,0.1667,0.1455,0.1000,0.2000,0.2372
stemming,bm25,1.2,1,139,0.0000,0.0000,0.0000,0.0085,0.0000,0.0102,0.0000
stemming,bm25,1.2,1,140,0.2000,0.3333,0.2500,0.1655,0.1389,0.5000,0.3925
stemming,bm25,1.2,1,141,0.2000,0.3333,0.2500,0.4290,0.3333,1.0000,0.5455
stemming,bm25,1.2,1,142,0.1000,1.0000,0.1818,0.1000,0.1000,0.1000,0.2891
stemming,bm25,1.2,1,143,0.2000,1.0000,0.3333,0.6250,0.6250,1.0000,0.8066
stemming,bm25,1.2,1,144,0.4000,0.6667,0.5000,0.3774,0.2869,0.2500,0.4532
stemming,bm25,1.2,1,145,0.2000,0.2857,0.2353,0.2049,0.1190,0.5000,0.2452
stemming,bm25,1.2,1,146,0.2000,1.0000,0.3333,0.8333,0.8333,1.0000,0.7602
stemming,bm25,1.2,1,147,0.3000,0.3000,0.3000,0.2331,0.1595,0.5000,0.3241
stemming,bm25,1.2,1,148,0.2000,0.3333,0.2500,0.2150,0.1667,0.5000,0.3644
stemming,bm25,1.2,1,149,0.4000,0.3636,0.3810,0.3412,0.2309,1.0000,0.4698
stemming,bm25,1.2,1,150,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stemming,bm25,1.2,1,151,0.0000,0.0000,0.0000,0.0293,0.0000,0.0370,0.0000
stemming,bm25,1.2,1,152,0.0000,0.0000,0.0000,0.0075,0.0000,0.0054,0.0000
stemming,bm25,1.2,1,153,0.3000,0.4286,0.3529,0.1509,0.1369,0.2500,0.2353
stemming,bm25,1.2,1,154,0.2000,1.0000,0.3333,0.6667,0.6667,1.0000,0.7200
stemming,bm25,1.2,1,155,0.1000,0.1667,0.1250,0.2193,0.1667,1.0000,0.2251
stemming,bm25,1.2,1,156,0.7000,0.5000,0.5833,0.5489,0.4786,1.0000,0.5725
stemming,bm25,1.2,1,157,0.6000,0.1538,0.2449,0.2671,0.0999,0.5000,0.4680
stemming,bm25,1.2,1,158,0.2000,0.2500,0.2222,0.2148,0.1500,1.0000,0.4679
stemming,bm25,1.2,1,159,0.2000,0.2500,0.2222,0.0781,0.0491,0.1429,0.1353
stemming,bm25,1.2,1,160,0.1000,0.2000,0.1333,0.0686,0.0500,0.2500,0.1696
stemming,bm25,1.2,1,161,0.3000,0.5000,0.3750,0.4925,0.4583,1.0000,0.7101
stemming,bm25,1.2,1,162,0.2000,0.2500,0.2222,0.2106,0.1042,0.5000,0.1892
stemming,bm25,1.2,1,163,0.2000,0.6667,0.3077,0.2939,0.2778,0.3333,0.4367
stemming,bm25,1.2,1,164,0.4000,0.5000,0.4444,0.4827,0.4464,1.0000,0.6574
stemming,bm25,1.2,1,165,0.2000,1.0000,0.3333,0.5000,0.5000,0.5000,0.6509
stemming,bm25,1.2,1,166,0.0000,0.0000,0.0000,0.0387,0.0000,0.0833,0.0000
stemming,bm25,1.2,1,167,0.2000,1.0000,0.3333,0.5000,0.5000,0.5000,0.6462
stemming,bm25,1.2,1,168,0.1000,0.5000,0.1667,0.1268,0.0833,0.1667,0.2184
stemming,bm25,1.2,1,169,0.2000,0.5000,0.2857,0.2635,0.2250,0.5000,0.3973
stemming,bm25,1.2,1,170,0.3000,0.5000,0.3750,0.5225,0.4583,1.0000,0.6217
stemming,bm25,1.2,1,171,0.2000,0.6667,0.3077,0.5878,0.5556,1.0000,0.6407
stemming,bm25,1.2,1,172,0.4000,1.0000,0.5714,0.8042,0.8042,1.0000,0.8940
stemming,bm25,1.2,1,173,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
stemming,bm25,1.2,1,174,0.1000,0.2000,0.1333,0.0851,0.0400,0.2000,0.1517
stemming,bm25,1.2,1,175,0.0000,0.0000,0.0000,0.0481,0.0000,0.0909,0.0000
stemming,bm25,1.2,1,176,0.0000,0.0000,0.0000,0.0638,0.0000,0.0909,0.0000
stemming,bm25,1.2,1,177,0.4000,0.8000,0.5333,0.7109,0.6200,1.0000,0.8277
stemming,bm25,1.2,1,178,0.2000,0.5000,0.2857,0.3996,0.3214,1.0000,0.6998
stemming,bm25,1.2,1,179,0.2000,0.5000,0.2857,0.3828,0.3750,1.0000,0.5585
stemming,bm25,1.2,1,180,0.3000,0.4286,0.3529,0.4144,0.2738,0.5000,0.3922
stemming,bm25,1.2,1,181,0.2000,0.4000,0.2667,0.2829,0.2571,1.0000,0.3737
stemming,bm25,1.2,1,182,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6697
stemming,bm25,1.2,1,183,0.4000,0.3077,0.3478,0.2609,0.1569,0.5000,0.2536
stemming,bm25,1.2,1,184,0.2000,0.2857,0.2353,0.2380,0.1714,1.0000,0.3713
stemming,bm25,1.2,1,185,0.7000,0.7778,0.7368,0.8292,0.7074,1.0000,0.8412
stemming,bm25,1.2,1,186,0.4000,0.2500,0.3077,0.2159,0.1698,0.5000,0.4288
stemming,bm25,1.2,1,187,0.3000,0.5000,0.3750,0.1567,0.1472,0.2500,0.2979
stemming,bm25,1.2,1,188,0.4000,0.3636,0.3810,0.4618,0.3247,1.0000,0.5677
stemming,bm25,1.2,1,189,0.2000,0.2222,0.2105,0.1088,0.0500,0.2000,0.1053
stemming,bm25,1.2,1,190,0.2000,0.4000,0.2667,0.4141,0.3333,1.0000,0.4141
stemming,bm25,1.2,1,191,0.2000,0.1538,0.1739,0.3363,0.0374,0.2000,0.1054
stemming,bm25,1.2,1,192,0.3000,0.7500,0.4286,0.5544,0.5250,1.0000,0.7095
stemming,bm25,1.2,1,193,0.7000,0.7778,0.7368,0.7737,0.7073,1.0000,0.7317
stemming,bm25,1.2,1,194,0.1000,0.1667,0.1250,0.1598,0.0417,0.2500,0.0977
stemming,bm25,1.2,1,195,0.0000,0.0000,0.0000,0.0514,0.0000,0.0556,0.0000
stemming,bm25,1.2,1,196,0.3000,0.2500,0.2727,0.2444,0.1979,1.0000,0.4021
stemming,bm25,1.2,1,197,0.2000,0.6667,0.3077,0.6270,0.5556,1.0000,0.6652
stemming,bm25,1.2,1,198,0.3000,0.7500,0.4286,0.5773,0.5750,1.0000,0.7542
stemming,bm25,1.2,1,199,0.2000,0.2500,0.2222,0.0829,0.0434,0.1250,0.1371
stemming,bm25,1.2,1,200,0.3000,1.0000,0.4615,0.4444,0.4444,0.5000,0.6395
stemming,bm25,1.2,1,201,0.5000,0.3125,0.3846,0.3484,0.2358,1.0000,0.6164
stemming,bm25,1.2,1,202,0.3000,0.2143,0.2500,0.2193,0.1369,0.5000,0.2255
stemming,bm25,1.2,1,203,0.2000,0.1429,0.1667,0.1246,0.0714,0.5000,0.2595
stemming,bm25,1.2,1,204,0.1000,0.0714,0.0833,0.0419,0.0089,0.1250,0.1083
stemming,bm25,1.2,1,205,0.2000,1.0000,0.3333,0.6667,0.6667,1.0000,0.8316
stemming,bm25,1.2,1,206,0.2000,0.6667,0.3077,0.1965,0.1944,0.3333,0.4152
stemming,bm25,1.2,1,207,0.0000,0.0000,0.0000,0.0066,0.0000,0.0114,0.0000
stemming,bm25,1.2,1,208,0.3000,0.5000,0.3750,0.4247,0.3194,0.5000,0.5324
stemming,bm25,1.2,1,209,0.1000,0.0833,0.0909,0.1237,0.0104,0.1250,0.0321
stemming,bm25,1.2,1,210,0.2000,0.3333,0.2500,0.3424,0.2778,1.0000,0.4826
stemming,bm25,1.2,1,211,0.1000,0.0909,0.0952,0.1927,0.0909,1.0000,0.1096
stemming,bm25,1.2,1,212,0.6000,0.4286,0.5000,0.5266,0.3653,1.0000,0.5418
stemming,bm25,1.2,1,213,0.5000,0.4545,0.4762,0.5489,0.3795,1.0000,0.5730
stemming,bm25,1.2,1,214,0.1000,0.2500,0.1429,0.1616,0.1250,0.5000,0.2463
stemming,bm25,1.2,1,215,0.0000,0.0000,0.0000,0.0633,0.0000,0.0909,0.0000
stemming,bm25,1.2,1,216,0.0000,0.0000,0.0000,0.0015,0.0000,0.0015,0.0000
stemming,bm25,1.2,1,217,0.2000,0.1333,0.1600,0.1385,0.0356,0.2000,0.1595
stemming,bm25,1.2,1,218,0.2000,0.1333,0.1600,0.1886,0.0481,0.5000,0.1396
stemming,bm25,1.2,1,219,0.0000,0.0000,0.0000,0.0324,0.0000,0.0133,0.0000
stemming,bm25,1.2,1,220,0.2000,0.1053,0.1379,0.1638,0.0614,0.5000,0.1522
stemming,bm25,1.2,1,221,0.3000,0.1667,0.2143,0.2287,0.1444,1.0000,0.3597
stemming,bm25,1.2,1,222,0.6000,0.6667,0.6316,0.7314,0.5728,1.0000,0.7459
stemming,bm25,1.2,1,223,0.3000,0.7500,0.4286,0.4339,0.4167,0.5000,0.5805
stemming,bm25,1.2,1,224,0.2000,0.2500,0.2222,0.1647,0.0590,0.2500,0.1531
stemming,bm25,1.2,1,225,0.2000,0.0833,0.1176,0.0611,0.0347,0.5000,0.1197
stemming,bm25,2,0,1,0.3000,0.1071,0.1579,0.1507,0.0634,1.0000,0.2372
stemming,bm25,2,0,2,0.4000,0.1667,0.2353,0.1921,0.1340,1.0000,0.4861
stemming,bm25,2,0,3,0.4000,0.5000,0.4444,0.3813,0.2556,0.5000,0.4425
stemming,bm25,2,0,4,0.1000,0.5000,0.1667,0.2756,0.2500,0.5000,0.3869
stemming,bm25,2,0,5,0.3000,0.7500,0.4286,0.4510,0.4405,1.0000,0.5675
stemming,bm25,2,0,6,0.2000,0.5000,0.2857,0.1381,0.1250,0.2500,0.2952
stemming,bm25,2,0,7,0.2000,0.4000,0.2667,0.1848,0.1667,0.3333,0.2859
stemming,bm25,2,0,8,0.1000,0.0909,0.0952,0.1461,0.0909,1.0000,0.2670
stemming,bm25,2,0,9,0.2000,0.6667,0.3077,0.1737,0.1619,0.2000,0.3380
stemming,bm25,2,0,10,0.1000,0.1250,0.1111,0.1047,0.0625,0.5000,0.1323
stemming,bm25,2,0,11,0.1000,0.1429,0.1176,0.1235,0.0204,0.1429,0.1075
stemming,bm25,2,0,12,0.0000,0.0000,0.0000,0.0295,0.0000,0.0263,0.0000
stemming,bm25,2,0,13,0.0000,0.0000,0.0000,0.0029,0.0000,0.0016,0.0000
stemming,bm25,2,0,14,0.1000,0.5000,0.1667,0.0606,0.0500,0.1000,0.2497
stemming,bm25,2,0,15,0.2000,1.0000,0.3333,0.7000,0.7000,1.0000,0.6742
stemming,bm25,2,0,16,0.1000,0.3333,0.1538,0.1304,0.0667,0.2000,0.2206
stemming,bm25,2,0,17,0.0000,0.0000,0.0000,0.0295,0.0000,0.0385,0.0000
stemming,bm25,2,0,18,0.1000,0.3333,0.1538,0.3551,0.3333,1.0000,0.4693
stemming,bm25,2,0,19,0.0000,0.0000,0.0000,0.0109,0.0000,0.0106,0.0000
stemming,bm25,2,0,20,0.4000,0.4444,0.4211,0.2874,0.2032,0.5000,0.3917
stemming,bm25,2,0,21,0.0000,0.0000,0.0000,0.0298,0.0000,0.0333,0.0000
stemming,bm25,2,0,22,0.0000,0.0000,0.0000,0.0015,0.0000,0.0015,0.0000
stemming,bm25,2,0,23,0.2000,0.0625,0.0952,0.1181,0.0174,0.3333,0.1705
stemming,bm25,2,0,24,0.2000,0.6667,0.3077,0.4106,0.3889,0.5000,0.5758
stemming,bm25,2,0,25,0.6000,0.6667,0.6316,0.6499,0.6037,1.0000,0.7408
stemming,bm25,2,0,26,0.2000,0.3333,0.2500,0.1989,0.1667,0.5000,0.3678
stemming,bm25,2,0,27,0.0000,0.0000,0.0000,0.0242,0.0000,0.0323,0.0000
stemming,bm25,2,0,28,0.0000,0.0000,0.0000,0.0034,0.0000,0.0026,0.0000
stemming,bm25,2,0,29,0.3000,0.3333,0.3158,0.1720,0.0966,0.2500,0.1711
stemming,bm25,2,0,30,0.0000,0.0000,0.0000,0.0509,0.0000,0.0909,0.0000
stemming,bm25,2,0,31,0.0000,0.0000,0.0000,0.0007,0.0000,0.0007,0.0000
stemming,bm25,2,0,32,0.0000,0.0000,0.0000,0.0108,0.0000,0.0078,0.0000
stemming,bm25,2,0,33,0.3000,1.0000,0.4615,0.3889,0.3889,0.5000,0.5902
stemming,bm25,2,0,34,0.3000,0.5000,0.3750,0.3141,0.2500,0.5000,0.4121
stemming,bm25,2,0,35,0.0000,0.0000,0.0000,0.0278,0.0000,0.0625,0.0000
stemming,bm25,2,0,36,0.1000,0.5000,0.1667,0.5094,0.5000,1.0000,0.4693
stemming,bm25,2,0,37,0.0000,0.0000,0.0000,0.0394,0.0000,0.0435,0.0000
stemming,bm25,2,0,38,0.1000,0.1000,0.1000,0.0614,0.0125,0.1250,0.0520
stemming,bm25,2,0,39,0.3000,0.2308,0.2609,0.1239,0.0923,0.5000,0.2901
stemming,bm25,2,0,40,0.2000,0.1667,0.1818,0.1388,0.0972,0.5000,0.1777
stemming,bm25,2,0,41,0.3000,1.0000,0.4615,0.7917,0.7917,1.0000,0.8917
stemming,bm25,2,0,42,0.2000,0.4000,0.2667,0.1774,0.1238,0.3333,0.2560
stemming,bm25,2,0,43,0.3000,0.5000,0.3750,0.3634,0.2768,1.0000,0.5453
stemming,bm25,2,0,44,0.0000,0.0000,0.0000,0.0021,0.0000,0.0012,0.0000
stemming,bm25,2,0,45,0.1000,0.0833,0.0909,0.1695,0.0833,1.0000,0.2799
stemming,bm25,2,0,46,0.6000,0.4000,0.4800,0.4080,0.3287,1.0000,0.5240
stemming,bm25,2,0,47,0.4000,0.2857,0.3333,0.3550,0.1643,1.0000,0.4511
stemming,bm25,2,0,48,0.3000,0.2727,0.2857,0.1975,0.1273,0.5000,0.2703
stemming,bm25,2,0,49,0.0000,0.0000,0.0000,0.0223,0.0000,0.0345,0.0000
stemming,bm25,2,0,50,0.0000,0.0000,0.0000,0.0184,0.0000,0.0233,0.0000
stemming,bm25,2,0,51,0.4000,0.4000,0.4000,0.3685,0.2442,1.0000,0.4720
stemming,bm25,2,0,52,0.2000,0.5000,0.2857,0.1901,0.1125,0.2500,0.2317
stemming,bm25,2,0,53,0.3000,0.3000,0.3000,0.2358,0.1800,1.0000,0.3951
stemming,bm25,2,0,54,0.2000,0.2222,0.2105,0.1824,0.0926,0.5000,0.2930
stemming,bm25,2,0,55,0.1000,0.1000,0.1000,0.1443,0.0200,0.2000,0.0350
stemming,bm25,2,0,56,0.2000,0.2000,0.2000,0.1193,0.0786,0.5000,0.1691
stemming,bm25,2,0,57,0.0000,0.0000,0.0000,0.0718,0.0000,0.0625,0.0000
stemming,bm25,2,0,58,0.1000,0.1111,0.1053,0.1291,0.0556,0.5000,0.2422
stemming,bm25,2,0,59,0.0000,0.0000,0.0000,0.0734,0.0000,0.0833,0.0000
stemming,bm25,2,0,60,0.2000,0.4000,0.2667,0.3781,0.3333,1.0000,0.4935
stemming,bm25,2,0,61,0.3000,0.6000,0.4000,0.5117,0.4667,1.0000,0.6716
stemming,bm25,2,0,62,0.0000,0.0000,0.0000,0.0171,0.0000,0.0263,0.0000
stemming,bm25,2,0,63,0.0000,0.0000,0.0000,0.0295,0.0000,0.0270,0.0000
stemming,bm25,2,0,64,0.1000,0.5000,0.1667,0.0634,0.0556,0.1111,0.2043
stemming,bm25,2,0,65,0.0000,0.0000,0.0000,0.0702,0.0000,0.0500,0.0000
stemming,bm25,2,0,66,0.0000,0.0000,0.0000,0.0416,0.0000,0.0294,0.0000
stemming,bm25,2,0,67,0.1000,0.0714,0.0833,0.1075,0.0238,0.3333,0.1337
stemming,bm25,2,0,68,0.1000,0.2000,0.1333,0.0897,0.0500,0.2500,0.1873
stemming,bm25,2,0,69,0.1000,0.2000,0.1333,0.1244,0.1000,0.5000,0.2651
stemming,bm25,2,0,70,0.1000,0.1000,0.1000,0.1586,0.1000,1.0000,0.2427
stemming,bm25,2,0,71,0.1000,0.1250,0.1111,0.0779,0.0208,0.1667,0.1160
stemming,bm25,2,0,72,0.0000,0.0000,0.0000,0.0328,0.0000,0.0476,0.0000
stemming,bm25,2,0,73,0.6000,0.3000,0.4000,0.3331,0.2154,1.0000,0.6705
stemming,bm25,2,0,74,0.1000,0.1667,0.1250,0.1790,0.0833,0.5000,0.2679
stemming,bm25,2,0,75,0.0000,0.0000,0.0000,0.0126,0.0000,0.0098,0.0000
stemming,bm25,2,0,76,0.3000,0.4286,0.3529,0.2762,0.2202,0.5000,0.3956
stemming,bm25,2,0,77,0.3000,0.5000,0.3750,0.2784,0.2292,0.5000,0.2633
stemming,bm25,2,0,78,0.2000,0.6667,0.3077,0.5526,0.5000,1.0000,0.6256
stemming,bm25,2,0,79,0.0000,0.0000,0.0000,0.0226,0.0000,0.0333,0.0000
stemming,bm25,2,0,80,0.0000,0.0000,0.0000,0.0065,0.0000,0.0086,0.0000
stemming,bm25,2,0,81,0.2000,1.0000,0.3333,0.6250,0.6250,1.0000,0.4884
stemming,bm25,2,0,82,0.1000,0.2000,0.1333,0.2761,0.2000,1.0000,0.3985
stemming,bm25,2,0,83,0.1000,0.2500,0.1429,0.0743,0.0625,0.2500,0.1681
stemming,bm25,2,0,84,0.3000,0.2727,0.2857,0.3394,0.2500,1.0000,0.2659
stemming,bm25,2,0,85,0.1000,0.2500,0.1429,0.0731,0.0625,0.2500,0.1111
stemming,bm25,2,0,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stemming,bm25,2,0,87,0.0000,0.0000,0.0000,0.0133,0.0000,0.0204,0.0000
stemming,bm25,2,0,88,0.6000,1.0000,0.7500,0.6218,0.6218,0.5000,0.7204
stemming,bm25,2,0,89,0.2000,0.3333,0.2500,0.1665,0.0579,0.1250,0.2171
stemming,bm25,2,0,90,0.3000,0.2308,0.2609,0.2119,0.1154,0.5000,0.2370
stemming,bm25,2,0,91,0.3000,0.3333,0.3158,0.3493,0.2222,1.0000,0.4977
stemming,bm25,2,0,92,0.5000,0.3846,0.4348,0.3618,0.2650,1.0000,0.3228
stemming,bm25,2,0,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
stemming,bm25,2,0,94,0.6000,0.5000,0.5455,0.5342,0.4206,1.0000,0.5561
stemming,bm25,2,0,95,0.1000,0.5000,0.1667,0.5435,0.5000,1.0000,0.2159
stemming,bm25,2,0,96,0.6000,0.4615,0.5217,0.4430,0.3498,1.0000,0.6081
stemming,bm25,2,0,97,0.3000,0.3000,0.3000,0.2240,0.1917,0.5000,0.3046
stemming,bm25,2,0,98,0.0000,0.0000,0.0000,0.0211,0.0000,0.0526,0.0000
stemming,bm25,2,0,99,0.2000,0.5000,0.2857,0.2970,0.2917,0.5000,0.5023
stemming,bm25,2,0,100,0.3000,0.3333,0.3158,0.3400,0.2698,1.0000,0.5022
stemming,bm25,2,0,101,0.5000,0.8333,0.6250,0.4979,0.4452,0.5000,0.5664
stemming,bm25,2,0,102,0.1000,0.2500,0.1429,0.0648,0.0357,0.1429,0.0910
stemming,bm25,2,0,103,0.0000,0.0000,0.0000,0.0208,0.0000,0.0385,0.0000
stemming,bm25,2,0,104,0.1000,0.2000,0.1333,0.0601,0.0500,0.2500,0.1461
stemming,bm25,2,0,105,0.3000,0.6000,0.4000,0.4139,0.3533,0.5000,0.5442
stemming,bm25,2,0,106,0.3000,0.6000,0.4000,0.4038,0.3200,0.5000,0.4436
stemming,bm25,2,0,107,0.2000,0.2857,0.2353,0.2041,0.1071,0.5000,0.2820
stemming,bm25,2,0,108,0.5000,0.7143,0.5882,0.7118,0.6092,1.0000,0.7861
stemming,bm25,2,0,109,0.0000,0.0000,0.0000,0.0301,0.0000,0.0312,0.0000
stemming,bm25,2,0,110,0.0000,0.0000,0.0000,0.0234,0.0000,0.0345,0.0000
stemming,bm25,2,0,111,0.2000,0.2857,0.2353,0.1933,0.0929,0.2500,0.1738
stemming,bm25,2,0,112,0.1000,0.5000,0.1667,0.3409,0.2500,0.5000,0.2398
stemming,bm25,2,0,113,0.1000,0.2500,0.1429,0.0721,0.0500,0.2000,0.1510
stemming,bm25,2,0,114,0.0000,0.0000,0.0000,0.0268,0.0000,0.0333,0.0000
stemming,bm25,2,0,115,0.1000,0.2500,0.1429,0.0956,0.0833,0.3333,0.2372
stemming,bm25,2,0,116,0.0000,0.0000,0.0000,0.0349,0.0000,0.0769,0.0000
stemming,bm25,2,0,117,0.0000,0.0000,0.0000,0.0236,0.0000,0.0303,0.0000
stemming,bm25,2,0,118,0.2000,0.6667,0.3077,0.2003,0.1944,0.2500,0.3668
stemming,bm25,2,0,119,0.1000,1.0000,0.1818,0.1429,0.1429,0.1429,0.3333
stemming,bm25,2,0,120,0.3000,0.3333,0.3158,0.3209,0.1481,0.5000,0.3237
stemming,bm25,2,0,121,0.3000,0.4286,0.3529,0.3200,0.2048,0.3333,0.3706
stemming,bm25,2,0,122,0.1000,0.1111,0.1053,0.0548,0.0185,0.1667,0.0352
stemming,bm25,2,0,123,0.0000,0.0000,0.0000,0.0530,0.0000,0.0714,0.0000
stemming,bm25,2,0,124,0.0000,0.0000,0.0000,0.0031,0.0000,0.0033,0.0000
stemming,bm25,2,0,125,0.4000,0.2353,0.2963,0.2859,0.1337,1.0000,0.4381
stemming,bm25,2,0,126,0.2000,0.2500,0.2222,0.2653,0.2500,1.0000,0.5130
stemming,bm25,2,0,127,0.1000,0.2000,0.1333,0.1090,0.0222,0.1111,0.0897
